addr,v5,v6,v5_comment,v6_comment
2337,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2338,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2339,1304f,1304f,"SPIWrite [130]=4F, Gain Table Index","SPIWrite [130]=4F, Gain Table Index"
2340,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2341,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2342,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2343,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2344,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2345,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2346,13050,13050,"SPIWrite [130]=50, Gain Table Index","SPIWrite [130]=50, Gain Table Index"
2347,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2348,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2349,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2350,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2351,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2352,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2353,13051,13051,"SPIWrite [130]=51, Gain Table Index","SPIWrite [130]=51, Gain Table Index"
2354,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2355,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2356,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2357,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2358,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2359,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2360,13052,13052,"SPIWrite [130]=52, Gain Table Index","SPIWrite [130]=52, Gain Table Index"
2361,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2362,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2363,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2364,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2365,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2366,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2367,13053,13053,"SPIWrite [130]=53, Gain Table Index","SPIWrite [130]=53, Gain Table Index"
2368,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2369,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2370,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2371,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2372,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2373,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2374,13054,13054,"SPIWrite [130]=54, Gain Table Index","SPIWrite [130]=54, Gain Table Index"
2375,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2376,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2377,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2378,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2379,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2380,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2381,13055,13055,"SPIWrite [130]=55, Gain Table Index","SPIWrite [130]=55, Gain Table Index"
2382,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2383,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2384,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2385,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2386,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2387,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2388,13056,13056,"SPIWrite [130]=56, Gain Table Index","SPIWrite [130]=56, Gain Table Index"
2389,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2390,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2391,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2392,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2393,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2394,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2395,13057,13057,"SPIWrite [130]=57, Gain Table Index","SPIWrite [130]=57, Gain Table Index"
2396,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2397,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2398,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2399,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2400,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2401,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2402,13058,13058,"SPIWrite [130]=58, Gain Table Index","SPIWrite [130]=58, Gain Table Index"
2403,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2404,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2405,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2406,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2407,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2408,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2409,13059,13059,"SPIWrite [130]=59, Gain Table Index","SPIWrite [130]=59, Gain Table Index"
2410,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2411,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2412,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2413,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2414,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2415,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2416,1305a,1305a,"SPIWrite [130]=5A, Gain Table Index","SPIWrite [130]=5A, Gain Table Index"
2417,13100,13100,"SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word","SPIWrite [131]=00, Ext LNA, Int LNA, & Mixer Gain Word"
2418,13200,13200,"SPIWrite [132]=00, TIA & LPF Word","SPIWrite [132]=00, TIA & LPF Word"
2419,13300,13300,"SPIWrite [133]=00, DC Cal bit & Dig Gain Word","SPIWrite [133]=00, DC Cal bit & Dig Gain Word"
2420,1371e,1371e,"SPIWrite [137]=1E, Write Words","SPIWrite [137]=1E, Write Words"
2421,13400,13400,"SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles","SPIWrite [134]=00, Dummy Write to delay 3 ADCCLK/16 cycles"
2422,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2423,1371a,1371a,"SPIWrite [137]=1A, Clear Write Bit","SPIWrite [137]=1A, Clear Write Bit"
2424,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2425,13400,13400,"SPIWrite [134]=00, Dummy Write to delay ~1us","SPIWrite [134]=00, Dummy Write to delay ~1us"
2426,13700,13700,"SPIWrite [137]=00, Stop Gain Table Clock","SPIWrite [137]=00, Stop Gain Table Clock"
2427,0faea,0220a,"SPIWrite [0FA]=EA, Gain Control Mode Select","SPIWrite [022]=0A, AGC Fast Attack Gain Lock Delay"
2428,0fb08,0fae5,"SPIWrite [0FB]=08, Full Table/Digital Gain Select","SPIWrite [0FA]=E5, Gain Control Mode Select"
2429,0fc03,0fb08,"SPIWrite [0FC]=03, ADC Overrange Sample Size","SPIWrite [0FB]=08, Gain Control Config"
2430,0fd4c,0fc03,"SPIWrite [0FD]=4C, Max Full/LMT Gain Table Index","SPIWrite [0FC]=03, ADC Overrange Sample Size"
2431,0fe48,0fd4c,"SPIWrite [0FE]=48, Peak Overload Wait Time","SPIWrite [0FD]=4C, Max Full/LMT Gain Table Index"
2432,1008f,0fe44,"SPIWrite [100]=8F, Max Digital Gain","SPIWrite [0FE]=44, Peak Overload Wait Time"
2433,1010a,1006f,"SPIWrite [101]=0A, AGC Inner High Threshold","SPIWrite [100]=6F, Dig Gain: Step Size & Max"
2434,10308,1010a,"SPIWrite [103]=08, Large LMT Step Size","SPIWrite [101]=0A, AGC Lock Level"
2435,1042f,10308,"SPIWrite [104]=2F, ADC Small Overload Threshold","SPIWrite [103]=08, Large LMT or Step 3 Size"
2436,1053a,1042f,"SPIWrite [105]=3A, ADC Large Overload Threshold","SPIWrite [104]=2F, ADC Small Overload Threshold"
2437,10622,1053a,"SPIWrite [106]=22, ADC Overload Step Sizes","SPIWrite [105]=3A, ADC Large Overload Threshold"
2438,10731,10645,"SPIWrite [107]=31, Large LMT Overload Threshold","SPIWrite [106]=45, Overload Step Sizes"
2439,10839,10731,"SPIWrite [108]=39, Small LMT Overload Threshold","SPIWrite [107]=31, Small LMT Overload Threshold"
2440,1110a,10839,"SPIWrite [111]=0A, Settling Delay","SPIWrite [108]=39, Large LMT Overload Threshold"
2441,11a27,1094c,"SPIWrite [11A]=27, Initial LMT Gain Limit","SPIWrite [109]=4C, State 5 Power Measurement MSB"
2442,1200c,10a58,"SPIWrite [120]=0C, Prevent Inc & AGC Inner Low Thresh","SPIWrite [10A]=58, State 5 Power Measurement LSBs"
2443,121aa,10b00,"SPIWrite [121]=AA, LMT Overload Exceeded Counters","SPIWrite [10B]=00, Rx1 Force Digital Gain"
2444,122aa,10e00,"SPIWrite [122]=AA, ADC Overload Exceeded Counters","SPIWrite [10E]=00, Rx2 Force Digital Gain"
2445,12311,11000,"SPIWrite [123]=11, AGC Inner High & Low Step Sizes","SPIWrite [110]=00, AGC Fast Attack Config"
2446,124f5,1114a,"SPIWrite [124]=F5, Gain Update Counter<7:0>","SPIWrite [111]=4A, Settling Delay & AGC Config"
2447,1253b,1124a,"SPIWrite [125]=3B, Gain Update Counter<15:8>","SPIWrite [112]=4A, Post Lock Step & Energy Lost Thresh"
2448,12803,1134a,"SPIWrite [128]=03, Digital Sat Exceeded Counter","SPIWrite [113]=4A, Post Lock Step & Strong Sig Thresh"
2449,12956,11430,"SPIWrite [129]=56, AGC Outer High & Low Thresholds","SPIWrite [114]=30, Low Power Threshold & ADC Ovr Ld"
2450,12a22,11500,"SPIWrite [12A]=22, AGC Outer High & Low Step Sizes","SPIWrite [115]=00, Stronger Signal Unlock Control"
2451,1fb10,11665,"SPIWrite [1FB]=10, RX Freq Corner (MHz)","SPIWrite [116]=65, Final Overrange and Opt Gain Offset"
2452,1fc00,11708,"SPIWrite [1FC]=00, RX Freq Corner (Khz)","SPIWrite [117]=08, Gain Inc Step & Energy Detect Cnt"
2453,1f804,11805,"SPIWrite [1F8]=04, Rx BBF Tune Divider[7:0]","SPIWrite [118]=05, Lock Level GAin Incr Upper Limit"
2454,1f91e,11908,"SPIWrite [1F9]=1E, RX BBF Tune Divider[8]","SPIWrite [119]=08, Gain Lock Exit Count"
2455,1d53f,11a27,"SPIWrite [1D5]=3F, Set Rx Mix LO CM","SPIWrite [11A]=27, Initial LMT Gain Limit"
2456,1c003,11b0a,"SPIWrite [1C0]=03, Set GM common mode","SPIWrite [11B]=0A, Increment Time"
2457,1e202,1fb08,"SPIWrite [1E2]=02, Enable Rx1 Filter Tuner","SPIWrite [1FB]=08, RX Freq Corner (MHz)"
2458,1e302,1fc00,"SPIWrite [1E3]=02, Enable Rx2 Filter Tuner","SPIWrite [1FC]=00, RX Freq Corner (Khz)"
2459,01680,1f808,"SPIWrite [016]=80, Start RX Filter Tune","SPIWrite [1F8]=08, Rx BBF Tune Divider[7:0]"
2460,40000,1f91e,"WAIT 20 ms, WAIT_CALDONE	RXFILTER,2000	, Wait for RX filter to tune, Max Cal Time: 3.309 us (Done when 0x016[7]==0)","SPIWrite [1F9]=1E, RX BBF Tune Divider[8]"
2461,1e203,1d53f,"SPIWrite [1E2]=03, Disable Rx Filter Tuner (Rx1)","SPIWrite [1D5]=3F, Set Rx Mix LO CM"
2462,1e303,1c003,"SPIWrite [1E3]=03, Disable Rx Filter Tuner (Rx2)","SPIWrite [1C0]=03, Set GM common mode"
2463,0d604,1e202,"SPIWrite [0D6]=04, TX BBF Tune Divier[7:0]","SPIWrite [1E2]=02, Enable Rx1 Filter Tuner"
2464,0d71e,1e302,"SPIWrite [0D7]=1E, TX BBF Tune Divider[8]","SPIWrite [1E3]=02, Enable Rx2 Filter Tuner"
2465,0ca22,01680,"SPIWrite [0CA]=22, Enable Tx Filter Tuner","SPIWrite [016]=80, Start RX Filter Tune"
2466,01640,40000,"SPIWrite [016]=40, Start Tx Filter Tune","WAIT 20 ms, WAIT_CALDONE	RXFILTER,2000	, Wait for RX filter to tune, Max Cal Time: 6.619 us (Done when 0x016[7]==0)"
2467,40000,1e203,"WAIT 20 ms, WAIT_CALDONE	TXFILTER,2000	, Wait for TX filter to tune, Max Cal Time: 1.926 us (Done when 0x016[6]==0)","SPIWrite [1E2]=03, Disable Rx Filter Tuner (Rx1)"
2468,0ca26,1e303,"SPIWrite [0CA]=26, Disable Tx Filter Tuner (Both Channels)","SPIWrite [1E3]=03, Disable Rx Filter Tuner (Rx2)"
2469,1db20,0d607,"SPIWrite [1DB]=20, Set TIA selcc[2:0]","SPIWrite [0D6]=07, TX BBF Tune Divier[7:0]"
2470,1dd00,0d71e,"SPIWrite [1DD]=00, Set RX TIA1 C MSB[6:0]","SPIWrite [0D7]=1E, TX BBF Tune Divider[8]"
2471,1df00,0ca22,"SPIWrite [1DF]=00, Set RX TIA2 C MSB[6:0]","SPIWrite [0CA]=22, Enable Tx Filter Tuner"
2472,1dc52,01640,"SPIWrite [1DC]=52, Set RX TIA1 C LSB[5:0]","SPIWrite [016]=40, Start Tx Filter Tune"
2473,1de52,40000,"SPIWrite [1DE]=52, Set RX TIA2 C LSB[5:0]","WAIT 20 ms, WAIT_CALDONE	TXFILTER,2000	, Wait for TX filter to tune, Max Cal Time: 3.370 us (Done when 0x016[6]==0)"
2474,0d208,0ca26,"SPIWrite [0D2]=08, TX Secondary Filter PDF Cap cal[5:0]","SPIWrite [0CA]=26, Disable Tx Filter Tuner (Both Channels)"
2475,0d10c,1db60,"SPIWrite [0D1]=0C, TX Secondary Filter PDF Res cal[3:0]","SPIWrite [1DB]=60, Set TIA selcc[2:0]"
2476,0d057,1dd00,"SPIWrite [0D0]=57, Pdampbias","SPIWrite [1DD]=00, Set RX TIA1 C MSB[6:0]"
2477,20000,1df00,SPIWrite [200]=00,"SPIWrite [1DF]=00, Set RX TIA2 C MSB[6:0]"
2478,20100,1dc6e,SPIWrite [201]=00,"SPIWrite [1DC]=6E, Set RX TIA1 C LSB[5:0]"
2479,20200,1de6e,SPIWrite [202]=00,"SPIWrite [1DE]=6E, Set RX TIA2 C LSB[5:0]"
2480,20324,0d21c,SPIWrite [203]=24,"SPIWrite [0D2]=1C, TX Secondary Filter PDF Cap cal[5:0]"
2481,20424,0d10c,SPIWrite [204]=24,"SPIWrite [0D1]=0C, TX Secondary Filter PDF Res cal[3:0]"
2482,20500,0d056,SPIWrite [205]=00,"SPIWrite [0D0]=56, Pdampbias"
2483,20600,20000,SPIWrite [206]=00,SPIWrite [200]=00
2484,2077a,20100,SPIWrite [207]=7A,SPIWrite [201]=00
2485,20839,20200,SPIWrite [208]=39,SPIWrite [202]=00
2486,2093a,20324,SPIWrite [209]=3A,SPIWrite [203]=24
2487,20a49,20424,SPIWrite [20A]=49,SPIWrite [204]=24
2488,20b23,20500,SPIWrite [20B]=23,SPIWrite [205]=00
2489,20c4c,20600,SPIWrite [20C]=4C,SPIWrite [206]=00
2490,20d21,2077b,SPIWrite [20D]=21,SPIWrite [207]=7B
2491,20e00,20838,SPIWrite [20E]=00,SPIWrite [208]=38
2492,20f7d,2093b,SPIWrite [20F]=7D,SPIWrite [209]=3B
2493,2107c,20a4a,SPIWrite [210]=7C,SPIWrite [20A]=4A
2494,2117d,20b23,SPIWrite [211]=7D,SPIWrite [20B]=23
2495,21247,20c4d,SPIWrite [212]=47,SPIWrite [20C]=4D
2496,21346,20d21,SPIWrite [213]=46,SPIWrite [20D]=21
2497,21447,20e00,SPIWrite [214]=47,SPIWrite [20E]=00
2498,2154a,20f7e,SPIWrite [215]=4A,SPIWrite [20F]=7E
2499,21649,2107d,SPIWrite [216]=49,SPIWrite [210]=7D
2500,2174a,2117e,SPIWrite [217]=4A,SPIWrite [211]=7E
2501,2182e,21248,SPIWrite [218]=2E,SPIWrite [212]=48
2502,219a4,21347,SPIWrite [219]=A4,SPIWrite [213]=47
2503,21a26,21448,SPIWrite [21A]=26,SPIWrite [214]=48
2504,21b18,2154b,SPIWrite [21B]=18,SPIWrite [215]=4B
2505,21ca4,2164a,SPIWrite [21C]=A4,SPIWrite [216]=4A
2506,21d26,2174b,SPIWrite [21D]=26,SPIWrite [217]=4B
2507,21e18,2182e,SPIWrite [21E]=18,SPIWrite [218]=2E
2508,21fa4,219a4,SPIWrite [21F]=A4,SPIWrite [219]=A4
2509,22026,21a26,SPIWrite [220]=26,SPIWrite [21A]=26
2510,2212f,21b18,SPIWrite [221]=2F,SPIWrite [21B]=18
2511,22230,21ca4,SPIWrite [222]=30,SPIWrite [21C]=A4
2512,22340,21d26,SPIWrite [223]=40,SPIWrite [21D]=26
2513,22440,21e18,SPIWrite [224]=40,SPIWrite [21E]=18
2514,2252c,21fa4,SPIWrite [225]=2C,SPIWrite [21F]=A4
2515,22600,22026,SPIWrite [226]=00,SPIWrite [220]=26
2516,22700,2212f,SPIWrite [227]=00,SPIWrite [221]=2F
2517,0a03a,22230,"SPIWrite [0A0]=3A, Set TxQuadcal NCO frequency",SPIWrite [222]=30
2518,0a340,22340,"SPIWrite [0A3]=40, Set TxQuadcal NCO frequency (Only update bits [7:6])",SPIWrite [223]=40
2519,0a17b,22440,"SPIWrite [0A1]=7B, Set TxQuadcal M[1:0]",SPIWrite [224]=40
2520,0a9ff,2252c,"SPIWrite [0A9]=FF, Set Tx Quad Cal Count",SPIWrite [225]=2C
2521,0a27f,22600,"SPIWrite [0A2]=7F, Set Tx Quad Cal Kexp",SPIWrite [226]=00
2522,0a501,22700,"SPIWrite [0A5]=01, Set Tx Quad Cal Magnitude Threshhold",SPIWrite [227]=00
2523,0a601,0a015,"SPIWrite [0A6]=01, Set Tx Quad Cal Magnitude Threshhold","SPIWrite [0A0]=15, Set TxQuadcal NCO frequency"
2524,0aa25,0a300,"SPIWrite [0AA]=25, Set Tx Quad Cal Gain Table index","SPIWrite [0A3]=00, Set TxQuadcal NCO frequency (Only update bits [7:6])"
2525,0a4f0,0a17b,"SPIWrite [0A4]=F0, Set Tx Quad Cal Setting Count","SPIWrite [0A1]=7B, Set TxQuadcal M[1:0]"
2526,0ae00,0a9ff,"SPIWrite [0AE]=00, Set Tx Quad Cal LPF Gain index incase Split table mode used","SPIWrite [0A9]=FF, Set Tx Quad Cal Count"
2527,1933f,0a27f,"SPIWrite [193]=3F, BBDC Cal setting","SPIWrite [0A2]=7F, Set Tx Quad Cal Kexp"
2528,1900f,0a501,"SPIWrite [190]=0F, Set BBDC tracking shift M value, only applies when BB DC tracking enabled","SPIWrite [0A5]=01, Set Tx Quad Cal Magnitude Threshhold"
2529,19401,0a601,"SPIWrite [194]=01, BBDC Cal setting","SPIWrite [0A6]=01, Set Tx Quad Cal Magnitude Threshhold"
2530,01601,0aa25,"SPIWrite [016]=01, Start BBDC offset cal","SPIWrite [0AA]=25, Set Tx Quad Cal Gain Table index"
2531,40000,0a4f0,"WAIT 20 ms, WAIT_CALDONE	BBDC,2000	, BBDC Max Cal Time: 3287.760 us. Cal done when 0x016[0]==0","SPIWrite [0A4]=F0, Set Tx Quad Cal Setting Count"
2532,18520,0ae00,"SPIWrite [185]=20, Set RF DC offset Wait Count","SPIWrite [0AE]=00, Set Tx Quad Cal LPF Gain index incase Split table mode used"
2533,18632,1933f,"SPIWrite [186]=32, Set RF DC Offset Count[7:0]","SPIWrite [193]=3F, BBDC Cal setting"
2534,18724,1900f,"SPIWrite [187]=24, Settings for RF DC cal","SPIWrite [190]=0F, Set BBDC tracking shift M value, only applies when BB DC tracking enabled"
2535,18b83,19401,"SPIWrite [18B]=83, Settings for RF DC cal","SPIWrite [194]=01, BBDC Cal setting"
2536,18805,01601,"SPIWrite [188]=05, Settings for RF DC cal","SPIWrite [016]=01, Start BBDC offset cal"
2537,18930,40000,"SPIWrite [189]=30, Settings for RF DC cal","WAIT 20 ms, WAIT_CALDONE	BBDC,2000	, BBDC Max Cal Time: 3287.760 us. Cal done when 0x016[0]==0"
2538,01602,18520,"SPIWrite [016]=02, RFDC Max Cal Time: 14980.957 us","SPIWrite [185]=20, Set RF DC offset Wait Count"
2539,40000,18632,"WAIT 20 ms, WAIT_CALDONE	RFDC,2000	, Wait for cal to complete (Done when 0x016[1]==0)","SPIWrite [186]=32, Set RF DC Offset Count[7:0]"
2540,01610,18724,"SPIWrite [016]=10, TXQuad Max Cal Time: 1537.500 us","SPIWrite [187]=24, Settings for RF DC cal"
2541,40000,18b83,"WAIT 20 ms, WAIT_CALDONE	TXQUAD,2000	, Wait for cal to complete (Done when 0x016[4]==0)","SPIWrite [18B]=83, Settings for RF DC cal"
2542,16803,18805,"SPIWrite [168]=03, Set RX Quadcal Tone Level","SPIWrite [188]=05, Settings for RF DC cal"
2543,16e25,18930,"SPIWrite [16E]=25, Set Rx Gain index to use during RX Quadcal","SPIWrite [189]=30, Settings for RF DC cal"
2544,16a75,01602,"SPIWrite [16A]=75, Set Kexp Phase","SPIWrite [016]=02, RFDC Max Cal Time: 14980.957 us"
2545,16b15,40000,"SPIWrite [16B]=15, Set Kexp Amplitude","WAIT 20 ms, WAIT_CALDONE	RFDC,2000	, Wait for cal to complete (Done when 0x016[1]==0)"
2546,169cf,01610,SPIWrite [169]=CF,"SPIWrite [016]=10, TXQuad Max Cal Time: 1537.500 us"
2547,18bad,40000,SPIWrite [18B]=AD,"WAIT 20 ms, WAIT_CALDONE	TXQUAD,2000	, Wait for cal to complete (Done when 0x016[4]==0)"
2548,01210,16803,"SPIWrite [012]=10, Cals done, Set PPORT Config","SPIWrite [168]=03, Set RX Quadcal Tone Level"
2549,01301,16e25,"SPIWrite [013]=01, Set ENSM FDD/TDD bit","SPIWrite [16E]=25, Set Rx Gain index to use during RX Quadcal"
2550,01584,16a75,"SPIWrite [015]=84, Set Dual Synth Mode, FDD External Control bits properly","SPIWrite [16A]=75, Set Kexp Phase"
2551,07328,16b15,SPIWrite [073]=28,"SPIWrite [16B]=15, Set Kexp Amplitude"
